Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
pedestrianCrossing,439,279,465,303
pedestrianCrossing,444,277,471,302
pedestrianCrossing,449,275,477,301
pedestrianCrossing,455,276,482,302
pedestrianCrossing,459,275,487,302
pedestrianCrossing,462,272,492,300
pedestrianCrossing,466,267,496,296
pedestrianCrossing,471,265,502,294
pedestrianCrossing,477,264,508,293
pedestrianCrossing,483,262,515,293
pedestrianCrossing,488,259,522,292
pedestrianCrossing,494,255,531,288
pedestrianCrossing,502,254,539,287
pedestrianCrossing,512,252,550,288
pedestrianCrossing,520,247,560,285
pedestrianCrossing,527,240,571,280
pedestrianCrossing,535,239,580,280
pedestrianCrossing,545,236,591,279
pedestrianCrossing,555,233,603,277
pedestrianCrossing,567,228,617,275
pedestrianCrossing,580,223,632,272
pedestrianCrossing,593,218,648,269
pedestrianCrossing,608,211,665,264
pedestrianCrossing,627,201,685,259
pedestrianCrossing,567,252,600,300
pedestrianCrossing,574,254,610,304
pedestrianCrossing,588,260,624,310
pedestrianCrossing,601,256,640,309
pedestrianCrossing,611,255,650,307
pedestrianCrossing,625,252,664,304
pedestrianCrossing,642,252,681,304
stop,110,304,135,328
stop,133,300,158,325
stop,157,296,183,322
stop,181,295,207,321
stop,205,294,231,320
stop,230,289,257,316
stop,258,287,285,314
stop,287,285,315,313
stop,315,279,346,310
stop,348,272,380,303
stop,379,264,411,296
stop,409,257,447,291
stop,441,249,481,287
stop,476,241,517,281
stop,512,230,559,272
stop,551,219,600,264
stop,588,203,642,252
stop,631,186,689,240
stop,301,282,332,312
stop,309,280,342,312
stop,323,279,356,311
stop,326,277,360,310
stop,334,275,369,308
stop,341,275,377,309
stop,351,274,387,308
stop,359,274,396,308
stop,368,273,406,308
stop,378,274,416,310
stop,387,273,426,311
stop,398,273,438,311
stop,407,270,448,310
stop,417,268,459,308
stop,426,267,469,307
stop,436,266,479,306
stop,446,266,491,308
stop,463,265,509,308
stop,468,264,515,308
stop,480,262,527,308
stop,492,261,540,308
stop,503,259,553,308
stop,515,256,566,305
stop,527,254,580,304
stop,540,250,594,301
stop,554,248,609,300
stop,567,244,624,299
stop,582,239,640,295
stop,596,236,657,294
stop,614,236,675,295
stop,392,318,403,328
stop,397,319,408,329
stop,398,314,409,324
stop,398,317,410,329
stop,399,311,413,325
stop,399,310,413,324
stop,401,308,416,322
stop,403,307,418,322
stop,405,302,420,317
stop,407,311,422,326
stop,404,299,420,315
stop,406,301,422,317
stop,409,296,426,313
stop,413,301,431,319
stop,417,298,436,317
stop,422,291,442,311
stop,428,293,448,313
stop,434,290,456,311
stop,439,286,462,308
stop,447,282,471,305
stop,452,275,477,298
stop,464,272,491,298
stop,475,269,503,295
stop,484,264,513,292
stop,496,257,527,287
stop,511,249,548,283
stop,529,234,569,272
stop,556,228,602,269
stop,591,202,642,251
stop,642,189,697,242
schoolSpeedLimit25,497,284,514,313
schoolSpeedLimit25,501,287,518,316
schoolSpeedLimit25,505,285,523,316
schoolSpeedLimit25,509,282,529,314
schoolSpeedLimit25,511,280,531,315
schoolSpeedLimit25,515,279,535,312
schoolSpeedLimit25,538,262,564,304
schoolSpeedLimit25,547,255,576,300
schoolSpeedLimit25,560,247,591,295
schoolSpeedLimit25,576,243,609,295
schoolSpeedLimit25,593,244,630,299
schoolSpeedLimit25,616,235,655,295
schoolSpeedLimit25,640,216,684,284
schoolSpeedLimit25,559,260,589,305
school,496,289,512,304
schoolSpeedLimit25,574,252,605,301
school,499,286,515,301
schoolSpeedLimit25,590,239,624,292
school,500,279,517,295
schoolSpeedLimit25,609,233,647,292
school,502,281,519,297
schoolSpeedLimit25,631,235,675,299
school,503,289,522,306
school,506,288,525,306
school,510,278,529,297
school,514,276,534,296
school,484,301,497,314
school,488,299,501,312
school,490,300,503,313
school,493,300,506,313
school,496,301,510,315
school,499,300,514,315
school,503,297,519,313
school,507,296,525,311
school,512,294,530,310
school,517,294,535,310
school,523,294,543,311
school,528,293,546,310
school,532,290,551,307
school,536,286,556,304
school,542,283,563,302
school,549,286,570,305
school,557,282,579,302
school,566,276,589,297
school,575,279,599,301
school,588,277,613,300
school,598,272,624,297
school,611,269,638,295
school,624,266,653,294
school,638,262,669,292
school,655,258,687,288
speedLimitUrdbl,334,318,345,330
speedLimitUrdbl,135,334,147,347
speedLimitUrdbl,336,317,348,330
speedLimitUrdbl,131,333,143,346
speedLimitUrdbl,336,316,348,329
speedLimitUrdbl,124,331,136,344
speedLimitUrdbl,336,312,348,326
speedLimitUrdbl,116,329,128,342
speedLimitUrdbl,336,314,348,328
speedLimitUrdbl,108,331,121,345
speedLimitUrdbl,100,330,113,345
speedLimitUrdbl,91,325,105,341
speedLimitUrdbl,82,318,96,334
speedLimitUrdbl,74,320,88,338
speedLimitUrdbl,64,328,79,347
speedLimitUrdbl,53,327,69,347
speedLimitUrdbl,44,319,61,341
speedLimitUrdbl,38,317,56,340
speedLimitUrdbl,28,314,47,337
speedLimitUrdbl,19,312,38,336
speedLimitUrdbl,9,319,28,343
speedLimitUrdbl,462,258,500,300
speedLimit50,486,247,526,291
speedLimit50,512,238,559,289
speedLimit50,545,227,599,284
speedLimit50,589,203,653,270
signalAhead,358,259,414,311
signalAhead,373,248,432,305
signalAhead,390,233,457,294
signalAhead,410,228,483,297
signalAhead,434,223,518,300
signalAhead,466,202,557,290
signalAhead,502,177,609,278
signalAhead,553,154,676,275
rightLaneMustTurn,420,275,451,304
rightLaneMustTurn,439,265,473,297
rightLaneMustTurn,457,254,496,289
rightLaneMustTurn,481,247,523,288
rightLaneMustTurn,511,242,561,288
rightLaneMustTurn,551,225,610,280
rightLaneMustTurn,610,193,677,257
yieldAhead,440,319,467,345
yieldAhead,440,309,469,337
yieldAhead,440,295,472,325
yieldAhead,443,284,475,314
yieldAhead,450,288,483,319
yieldAhead,456,287,490,321
yieldAhead,463,280,498,316
yieldAhead,463,279,500,317
yieldAhead,466,272,503,310
yieldAhead,469,261,507,300
yieldAhead,473,259,513,299
yieldAhead,479,269,522,310
yieldAhead,483,266,529,310
yieldAhead,492,261,540,308
yieldAhead,499,251,554,303
yieldAhead,509,238,568,292
yieldAhead,520,228,588,287
yieldAhead,540,221,609,286
yieldAhead,560,210,636,283
yieldAhead,581,197,665,277
yieldAhead,607,180,701,266
yield,309,258,345,290
merge,446,244,492,290
yield,276,253,315,288
merge,421,237,467,289
yield,243,249,284,286
merge,394,233,442,289
yield,208,250,249,287
merge,370,234,419,291
yield,168,250,215,290
merge,341,235,396,295
yield,100,243,153,287
merge,297,230,353,294
yield,81,240,134,284
merge,280,227,343,296
yield,28,233,85,282
merge,247,223,310,292
merge,210,213,279,289
merge,594,261,619,290
merge,594,261,619,290
merge,591,256,617,286
merge,584,251,612,283
merge,577,246,606,279
merge,570,242,599,275
merge,565,240,595,273
merge,557,242,588,277
merge,550,252,581,287
merge,542,254,575,292
merge,533,248,568,288
merge,524,245,560,285
yield,407,260,439,289
merge,514,247,550,287
yield,395,262,427,291
merge,56,181,143,277
merge,4,164,95,271
rampSpeedAdvisory50,413,278,442,312
rampSpeedAdvisory50,422,276,456,314
rampSpeedAdvisory50,434,269,471,311
rampSpeedAdvisory50,448,253,489,301
rampSpeedAdvisory50,467,249,514,301
rampSpeedAdvisory50,490,237,544,298
rampSpeedAdvisory50,517,212,582,286
rampSpeedAdvisory50,557,185,643,273
addedLane,350,303,375,325
addedLane,358,300,384,324
addedLane,366,299,392,324
addedLane,376,297,403,323
addedLane,386,295,413,321
addedLane,396,291,425,319
addedLane,407,285,439,315
addedLane,420,282,456,316
addedLane,436,278,474,315
addedLane,457,272,497,309
addedLane,481,260,524,304
addedLane,508,252,553,298
addedLane,542,244,589,293
addedLane,577,238,635,292
addedLane,628,224,695,285
laneEnds,57,282,88,321
laneEnds,30,268,64,313
laneEnds,0,256,32,305
laneEnds,168,289,188,315
laneEnds,155,291,178,320
laneEnds,140,289,164,320
laneEnds,120,283,147,316
laneEnds,95,277,123,313
laneEnds,67,275,97,314
laneEnds,36,269,68,312
merge,512,291,539,318
merge,522,287,551,316
merge,535,283,566,314
merge,549,279,585,313
merge,570,273,607,309
merge,593,268,632,306
merge,622,257,664,299
truckSpeedLimit55,509,293,535,330
truckSpeedLimit55,522,291,551,333
truckSpeedLimit55,583,273,620,327
truckSpeedLimit55,612,264,653,324
truckSpeedLimit55,649,253,693,320
truckSpeedLimit55,454,270,489,328
truckSpeedLimit55,484,260,526,324
truckSpeedLimit55,519,249,568,323
truckSpeedLimit55,568,235,622,320
truckSpeedLimit55,628,215,694,314
merge,468,292,493,316
merge,468,292,494,317
merge,471,291,498,318
merge,476,288,506,317
merge,482,283,514,315
merge,486,281,521,315
merge,490,282,527,318
merge,500,284,538,320
merge,513,274,554,312
merge,527,261,574,304
merge,547,253,599,304
merge,577,247,637,303
merge,618,226,688,293
signalAhead,440,304,465,327
signalAhead,444,301,469,325
signalAhead,451,301,477,326
signalAhead,458,297,485,323
signalAhead,463,292,493,318
signalAhead,473,291,503,319
signalAhead,481,290,513,320
signalAhead,491,288,525,321
signalAhead,502,276,539,311
signalAhead,515,266,556,303
signalAhead,535,264,577,302
signalAhead,555,260,602,301
signalAhead,581,254,632,300
signalAhead,610,245,667,296
speedLimit55,86,208,140,269
speedLimit55,48,189,111,258
signalAhead,447,308,467,326
signalAhead,450,308,471,328
signalAhead,453,308,475,329
signalAhead,457,305,479,326
signalAhead,462,305,485,327
signalAhead,469,307,492,329
signalAhead,475,306,500,330
signalAhead,488,302,514,327
signalAhead,492,302,519,328
signalAhead,503,298,529,325
signalAhead,511,294,541,323
signalAhead,522,293,553,322
signalAhead,537,291,569,321
signalAhead,551,289,586,321
signalAhead,567,283,604,317
signalAhead,586,279,623,314
signalAhead,605,277,646,317
signalAhead,626,275,672,316
signalAhead,654,267,701,312
speedLimitUrdbl,317,295,334,314
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,317,294,334,313
keepRight,271,331,289,351
speedLimit50,322,314,340,334
keepRight,274,351,293,373
speedLimit45,426,266,451,296
speedLimit45,438,259,466,293
speedLimit45,457,250,488,286
speedLimit45,480,237,517,277
speedLimit45,512,223,553,270
speedLimit45,551,205,597,257
speedLimit45,602,177,655,241
school,57,285,82,306
school,461,276,485,297
school,37,273,60,296
school,476,262,501,285
school,10,268,36,293
school,490,253,518,279
school,509,251,541,279
school,534,243,568,274
school,565,226,603,260
school,606,211,651,250
signalAhead,109,283,143,315
signalAhead,435,275,471,309
signalAhead,109,283,143,315
signalAhead,435,272,472,307
signalAhead,56,272,94,309
signalAhead,440,264,478,303
signalAhead,27,270,66,310
signalAhead,446,259,489,302
signalAhead,456,247,502,293
signalAhead,467,235,521,286
signalAhead,485,222,545,282
signalAhead,505,203,576,275
signalAhead,534,173,624,261
signalAhead,584,133,690,236
schoolSpeedLimit25,496,265,519,303
schoolSpeedLimit25,507,263,531,305
schoolSpeedLimit25,518,254,543,299
schoolSpeedLimit25,532,244,558,290
schoolSpeedLimit25,546,232,578,285
schoolSpeedLimit25,568,221,602,281
schoolSpeedLimit25,598,203,635,271
schoolSpeedLimit25,634,180,681,260
signalAhead,332,301,355,323
signalAhead,341,299,366,323
signalAhead,350,294,377,319
signalAhead,358,292,387,320
signalAhead,368,288,400,319
signalAhead,380,282,414,315
signalAhead,394,277,430,314
signalAhead,410,274,448,312
signalAhead,427,261,469,303
signalAhead,447,252,495,299
signalAhead,470,242,526,294
signalAhead,500,225,560,284
signalAhead,538,203,606,273
signalAhead,588,183,668,260
speedLimit45,445,270,466,293
speedLimit45,459,263,482,288
stop,353,300,369,315
stop,358,301,375,316
stop,365,297,382,314
stop,369,295,389,314
stop,374,293,395,313
stop,379,291,399,310
stop,381,291,402,311
stop,382,287,403,307
stop,381,283,404,305
stop,383,280,408,305
stop,387,281,413,306
stop,491,169,561,232
stop,511,150,590,223
stop,535,128,625,210
stop,565,97,670,190
speedLimit35,417,275,439,299
speedLimit35,421,259,446,287
speedLimit35,420,258,445,286
speedLimit35,418,258,443,286
speedLimit35,417,258,442,287
speedLimit35,416,259,441,290
speedLimit35,415,257,442,288
speedLimit35,414,257,441,288
speedLimit35,413,264,440,296
speedLimit35,406,271,434,304
speedLimit35,393,269,422,303
speedLimit35,375,264,405,298
speedLimit35,351,262,381,296
speedLimit35,320,265,351,300
speedLimit35,275,278,308,314
speedLimit35,215,279,248,315
speedLimit35,142,268,175,304
speedLimit35,56,261,89,297
stop,440,292,458,309
stop,436,291,455,309
stop,432,291,451,309
stop,430,287,449,306
stop,429,285,450,305
stop,430,282,452,304
stop,432,279,454,301
stop,435,275,457,297
stop,438,275,462,297
stop,443,274,468,298
stop,449,271,474,295
stop,454,268,480,294
stop,458,265,485,291
stop,461,264,490,291
stop,465,261,495,288
stop,470,258,501,287
stop,476,254,509,286
stop,484,251,519,284
stop,492,246,528,280
stop,499,240,537,276
stop,508,233,549,272
stop,519,228,564,269
stop,533,219,580,262
stop,548,206,599,252
stop,564,195,618,247
stop,583,185,643,241
stop,605,175,669,234
speedLimit25,395,282,417,306
speedLimit25,395,278,418,302
speedLimit25,399,275,423,301
speedLimit25,407,273,431,300
speedLimit25,420,269,444,297
speedLimit25,435,265,461,293
speedLimit25,452,261,480,292
speedLimit25,474,258,502,289
speedLimit25,501,253,531,286
speedLimit25,536,246,566,279
speedLimit25,580,242,610,275
speedLimit25,633,236,663,269
pedestrianCrossing,446,212,466,237
pedestrianCrossing,455,209,475,237
pedestrianCrossing,463,208,484,238
pedestrianCrossing,470,206,492,237
pedestrianCrossing,475,206,498,237
pedestrianCrossing,480,201,504,232
pedestrianCrossing,482,201,508,233
pedestrianCrossing,485,198,511,230
pedestrianCrossing,488,197,514,229
pedestrianCrossing,494,196,519,227
pedestrianCrossing,499,192,525,223
pedestrianCrossing,504,188,530,218
pedestrianCrossing,508,185,534,215
pedestrianCrossing,516,183,542,213
pedestrianCrossing,520,180,549,214
pedestrianCrossing,526,177,556,212
pedestrianCrossing,528,170,559,211
pedestrianCrossing,537,168,566,205
pedestrianCrossing,543,165,572,202
pedestrianCrossing,548,164,577,201
pedestrianCrossing,557,167,586,203
pedestrianCrossing,564,167,594,206
pedestrianCrossing,570,173,602,212
pedestrianCrossing,583,171,616,212
pedestrianCrossing,599,170,632,211
pedestrianCrossing,614,166,648,210
pedestrianCrossing,627,164,662,212
pedestrianCrossing,639,163,675,216
pedestrianCrossing,655,158,690,216
stop,39,212,60,234
stop,63,210,84,232
stop,83,209,105,232
stop,103,208,125,232
stop,123,207,145,231
stop,144,203,167,227
stop,166,201,189,225
stop,189,201,214,225
stop,210,200,238,226
stop,232,196,261,223
stop,266,191,297,220
stop,275,189,307,219
stop,301,184,333,215
stop,331,178,366,211
stop,365,170,402,204
stop,403,165,441,200
stop,444,159,486,196
stop,485,152,530,192
stop,528,142,573,184
stop,570,133,619,177
stop,613,122,667,169
stop,135,169,170,201
stop,172,173,209,209
stop,216,166,254,204
stop,259,154,302,194
stop,306,146,350,188
stop,353,143,404,188
stop,404,137,457,185
stop,456,126,514,177
stop,511,117,573,171
stop,568,110,634,168
stop,626,100,697,162
pedestrianCrossing,288,218,320,245
pedestrianCrossing,300,217,332,244
pedestrianCrossing,310,217,343,245
pedestrianCrossing,323,217,356,246
pedestrianCrossing,333,217,367,248
pedestrianCrossing,343,219,377,250
pedestrianCrossing,355,217,389,248
pedestrianCrossing,365,215,399,246
pedestrianCrossing,375,210,411,244
pedestrianCrossing,386,206,423,241
pedestrianCrossing,399,202,437,238
pedestrianCrossing,417,198,456,235
pedestrianCrossing,434,191,475,231
pedestrianCrossing,454,182,497,226
pedestrianCrossing,471,177,518,224
pedestrianCrossing,497,174,546,224
pedestrianCrossing,520,169,573,220
pedestrianCrossing,544,156,602,213
pedestrianCrossing,568,146,633,208
pedestrianCrossing,604,137,671,205
pedestrianCrossing,400,217,431,247
pedestrianCrossing,405,213,438,245
pedestrianCrossing,411,209,445,243
pedestrianCrossing,418,205,453,240
pedestrianCrossing,425,199,462,234
pedestrianCrossing,433,195,472,232
pedestrianCrossing,441,189,483,226
pedestrianCrossing,450,182,494,223
pedestrianCrossing,459,176,504,219
pedestrianCrossing,469,171,515,215
pedestrianCrossing,479,167,528,214
pedestrianCrossing,490,163,543,215
pedestrianCrossing,503,158,560,212
pedestrianCrossing,519,151,579,210
pedestrianCrossing,536,142,601,204
pedestrianCrossing,558,133,626,198
pedestrianCrossing,583,124,658,195
pedestrianCrossing,611,110,694,188
stop,356,191,381,214
stop,362,191,388,215
stop,368,188,394,213
stop,373,185,401,212
stop,379,183,407,209
stop,384,180,414,209
stop,391,177,423,207
stop,400,174,433,205
stop,410,172,445,203
stop,421,168,457,202
stop,434,164,472,199
stop,449,161,488,199
stop,466,155,507,196
stop,483,146,527,190
stop,503,139,551,185
stop,526,129,577,179
stop,553,115,608,169
stop,584,105,644,162
stop,620,96,685,158
stop,483,193,521,226
stop,488,191,526,224
stop,493,189,532,225
stop,502,187,542,224
stop,514,180,556,220
stop,531,175,575,218
stop,548,170,595,216
stop,566,163,615,213
stop,586,155,638,207
stop,607,147,662,201
stop,630,136,691,195
stop,300,253,317,270
stop,306,246,324,265
stop,313,243,333,262
stop,535,164,586,213
stop,558,159,611,211
stop,583,153,639,209
stop,611,145,671,205
speedLimit35,486,216,505,237
speedLimit35,474,212,493,233
speedLimit35,469,208,490,231
speedLimit35,470,207,492,231
speedLimit35,474,205,496,230
speedLimit35,477,203,500,229
speedLimit35,480,199,504,227
speedLimit35,485,196,510,224
speedLimit35,496,191,522,220
speedLimit35,510,188,536,219
speedLimit35,523,185,551,217
speedLimit35,536,183,567,217
speedLimit35,553,180,585,215
speedLimit35,572,168,605,206
speedLimit35,594,164,628,203
speedLimit35,621,162,657,205
speedLimit35,649,148,692,197
speedLimitUrdbl,360,194,378,215
speedLimitUrdbl,372,189,390,210
speedLimitUrdbl,382,170,400,192
speedLimitUrdbl,395,175,414,198
speedLimitUrdbl,410,190,430,215
speedLimitUrdbl,425,193,447,218
speedLimit35,441,180,465,206
speedLimit35,461,178,485,206
speedLimit35,481,182,507,213
speedLimit35,502,179,529,211
speedLimit35,524,175,553,209
speedLimit35,549,176,581,214
speedLimit35,579,174,616,216
speedLimit35,617,162,658,208
pedestrianCrossing,445,220,499,273
pedestrianCrossing,458,214,519,274
pedestrianCrossing,475,209,541,276
pedestrianCrossing,494,205,568,278
pedestrianCrossing,515,193,602,273
pedestrianCrossing,550,182,644,275
slow,440,182,473,215
slow,452,180,488,216
slow,467,172,511,213
slow,487,165,533,209
slow,512,154,565,205
slow,542,139,601,195
slow,581,126,650,190
stop,506,204,523,222
stop,508,204,526,223
stop,509,204,529,223
stop,511,199,531,219
stop,515,198,535,218
stop,517,198,539,220
stop,520,198,543,221
stop,521,196,545,220
stop,521,195,544,218
stop,520,190,547,216
stop,522,187,549,215
stop,523,186,553,215
stop,527,180,558,211
stop,530,173,563,205
stop,536,165,570,198
stop,546,157,584,193
stop,550,156,589,194
stop,558,151,600,191
stop,569,143,614,186
stop,583,130,631,176
stop,598,112,650,161
stop,617,98,673,152
stop,639,94,700,151
stop,414,235,434,255
stop,421,232,441,252
stop,429,228,450,249
stop,437,226,459,248
stop,445,222,468,244
stop,454,215,479,238
stop,463,210,490,234
stop,474,204,500,228
stop,483,198,511,224
stop,492,193,521,221
stop,501,189,531,219
stop,509,186,541,217
stop,516,181,550,214
stop,524,178,560,213
stop,533,173,571,209
stop,544,165,583,203
stop,554,158,597,199
stop,568,153,612,195
stop,582,151,627,196
stop,597,151,646,197
stop,614,144,668,194
stop,637,131,692,186
signalAhead,614,186,645,214
signalAhead,638,180,672,214
signalAhead,665,178,699,212
speedLimit45,112,195,146,234
speedLimit45,90,190,128,234
speedLimit45,63,183,107,233
speedLimit45,28,169,77,228
signalAhead,503,221,520,239
signalAhead,514,219,531,237
signalAhead,524,216,543,236
signalAhead,534,216,553,236
signalAhead,541,216,562,237
signalAhead,548,214,570,236
signalAhead,232,207,258,231
signalAhead,557,212,579,234
signalAhead,227,202,255,229
signalAhead,566,212,588,234
signalAhead,222,201,251,229
signalAhead,576,211,599,235
signalAhead,217,200,247,229
signalAhead,587,211,611,236
signalAhead,209,197,242,227
signalAhead,597,210,622,236
signalAhead,200,193,235,226
signalAhead,605,208,630,234
signalAhead,186,188,225,223
signalAhead,613,209,639,237
signalAhead,172,187,213,224
signalAhead,625,208,652,237
signalAhead,160,186,202,226
signalAhead,640,205,670,235
signalAhead,145,180,192,225
signalAhead,657,201,688,232
signalAhead,128,172,181,223
signalAhead,105,165,164,221
signalAhead,79,157,145,218
signalAhead,51,142,122,211
signalAhead,15,130,95,207
keepRight,133,235,161,267
keepRight,123,233,152,267
keepRight,111,230,141,265
keepRight,95,230,127,266
keepRight,76,225,110,267
keepRight,54,222,91,267
keepRight,24,221,66,270
speedLimit45,130,180,154,208
speedLimit45,110,170,138,204
speedLimit45,86,160,116,196
speedLimit45,51,147,87,190
speedLimit45,6,133,48,181
turnLeft,543,185,576,215
turnLeft,553,183,588,214
turnLeft,584,175,623,211
turnLeft,623,165,663,204
speedLimitUrdbl,610,184,636,214
speedLimit50,649,179,679,211
doNotPass,435,157,465,189
doNotPass,447,158,478,193
doNotPass,461,155,494,192
doNotPass,476,147,511,187
doNotPass,493,141,531,183
doNotPass,513,130,554,175
doNotPass,537,112,582,164
doNotPass,567,91,617,147
doNotPass,606,69,664,133
keepRight,159,259,184,289
keepRight,151,257,176,287
keepRight,140,256,167,288
keepRight,126,255,155,290
keepRight,109,259,140,297
keepRight,86,258,121,300
keepRight,61,261,99,308
keepRight,31,266,73,317
addedLane,537,107,626,188
addedLane,567,83,666,177
speedLimitUrdbl,497,190,517,212
speedLimit40,508,186,528,208
speedLimit40,519,182,541,206
speedLimit40,533,177,557,204
speedLimit40,549,171,575,200
speedLimit40,568,167,596,197
speedLimit40,592,158,621,189
speedLimit40,621,147,651,183
speedLimit40,653,139,688,178
speedLimitUrdbl,308,220,321,235
speedLimitUrdbl,314,215,329,233
speedLimitUrdbl,322,212,337,230
speedLimitUrdbl,330,208,346,227
speedLimitUrdbl,341,209,358,229
speedLimit40,351,207,369,228
speedLimit40,363,204,383,226
speedLimit40,377,201,397,225
speedLimit40,391,196,414,221
speedLimit40,408,189,433,218
speedLimit40,428,184,456,216
speedLimit40,451,180,482,214
speedLimit40,479,172,514,210
speedLimit40,517,162,553,207
speedLimit40,560,148,607,199
speedLimit40,625,132,678,190
signalAhead,363,197,403,239
signalAhead,373,199,415,243
signalAhead,384,193,429,237
signalAhead,398,183,444,228
signalAhead,414,177,463,225
signalAhead,432,175,484,227
signalAhead,452,167,511,226
signalAhead,477,152,540,214
signalAhead,490,148,564,213
signalAhead,520,131,609,213
speedLimit40,558,149,603,197
speedLimit40,591,134,638,188
speedLimit40,599,129,648,185
speedLimit40,623,119,675,179
speedLimit40,647,117,703,180
speedLimit40,542,214,558,233
speedLimit40,546,212,563,232
speedLimit40,552,211,570,232
speedLimit40,559,212,577,232
speedLimit40,567,209,586,230
speedLimit40,575,206,595,228
speedLimit40,586,206,606,229
speedLimit40,599,203,620,227
speedLimit40,613,196,635,221
speedLimit40,629,191,652,218
speedLimit40,642,187,666,215
speedLimit40,658,187,683,216
speedLimitUrdbl,569,188,594,213
speedLimitUrdbl,610,180,638,210
speedLimit45,483,192,498,210
speedLimit45,495,189,511,208
speedLimit45,508,182,525,202
speedLimit45,522,177,539,197
speedLimit45,540,174,558,195
speedLimit45,559,172,580,195
speedLimit45,581,169,603,193
speedLimit45,606,166,629,193
speedLimit45,633,162,659,190
speedLimit45,665,153,694,184
keepRight,94,255,130,297
keepRight,70,258,111,307
keepRight,39,263,84,317
keepRight,0,264,51,327
speedLimitUrdbl,243,210,257,227
speedLimitUrdbl,243,204,257,221
speedLimitUrdbl,243,205,257,222
speedLimitUrdbl,519,206,531,220
speedLimitUrdbl,241,208,256,227
speedLimitUrdbl,526,209,538,223
speedLimit45,238,207,254,227
speedLimitUrdbl,533,206,545,221
speedLimit45,233,202,249,222
speedLimitUrdbl,538,201,550,216
speedLimit45,228,195,245,216
speedLimitUrdbl,544,195,557,211
speedLimit45,223,191,240,211
speedLimitUrdbl,550,194,563,210
speedLimit45,218,193,235,214
speedLimitUrdbl,557,197,570,213
speedLimit45,213,190,232,212
speedLimit45,208,185,228,209
speedLimit45,203,186,223,210
speedLimit45,197,186,218,211
speedLimit45,191,184,214,210
speedLimit45,187,183,211,210
speedLimit45,183,181,208,210
speedLimit45,180,179,206,209
speedLimit45,175,175,202,207
speedLimit45,169,173,198,207
speedLimit45,160,167,191,203
speedLimit45,154,161,187,200
speedLimit45,149,154,183,194
speedLimit45,140,150,178,195
speedLimit45,128,144,170,193
speedLimit45,112,135,157,188
speedLimit45,92,125,141,184
speedLimit45,69,113,124,177
speedLimit45,40,96,102,168
speedLimit45,4,79,74,160
school,183,190,213,220
school,169,182,203,214
school,151,173,190,209
school,131,164,173,204
school,105,147,154,190
school,71,131,126,181
school,22,112,89,173
schoolSpeedLimit25,78,129,119,202
schoolSpeedLimit25,37,107,82,191
keepRight,164,232,189,262
keepRight,151,235,179,267
keepRight,135,235,164,270
keepRight,115,229,147,268
keepRight,90,220,126,263
keepRight,60,218,102,268
keepRight,21,220,70,278
signalAhead,136,167,187,211
signalAhead,120,159,172,208
signalAhead,96,149,156,203
signalAhead,71,137,136,199
signalAhead,38,127,113,199
keepRight,315,246,330,264
keepRight,291,233,309,256
keepRight,312,229,335,257
keepRight,315,238,340,267
keepRight,315,238,340,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,316,238,341,267
keepRight,320,255,346,285
speedLimit35,417,133,446,168
speedLimit35,436,122,468,161
